nuts_name,nuts_code,unit_of_assessment_name,4*_fte,3*_fte,2*_fte,1*_fte,unclassified_fte,total_fte
Bedfordshire and Hertfordshire,UKH2,Earth Systems and Environmental Sciences,0.0,0.72,3.2159999999999997,0.8639999999999999,0.0,4.8
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Earth Systems and Environmental Sciences,42.488200000000006,101.52730000000001,23.6663,2.4582,0.0,170.14000000000004
Derbyshire and Nottinghamshire,UKF1,Earth Systems and Environmental Sciences,0.0,1.825,2.92,2.555,0.0,7.300000000000001
Devon,UKK4,Earth Systems and Environmental Sciences,14.616800000000001,54.4482,9.7588,0.44920000000000004,0.34700000000000003,79.62
East Anglia,UKH1,Earth Systems and Environmental Sciences,39.07,56.367,8.853,0.0,1.26,105.55
East Wales,UKL2,Earth Systems and Environmental Sciences,3.5976,8.994,2.2485,0.1499,0.0,14.99
Eastern Scotland,UKM7,Earth Systems and Environmental Sciences,25.848800000000004,88.8506,36.6201,6.2105,0.0,157.53
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Earth Systems and Environmental Sciences,15.9408,27.4536,0.8856,0.0,0.0,44.28
Greater Manchester,UKD3,Earth Systems and Environmental Sciences,13.4177,37.8806,14.1704,0.24,0.4213,66.13
Hampshire and Isle of Wight,UKJ3,Earth Systems and Environmental Sciences,30.1926,51.635000000000005,10.463799999999999,0.6862,1.3724,94.35000000000001
Highlands and Islands,UKM6,Earth Systems and Environmental Sciences,4.543000000000001,21.417,5.516500000000001,0.9735,0.0,32.45
Inner London - West,UKI3,Earth Systems and Environmental Sciences,14.671,25.026999999999997,3.0204999999999997,0.4315,0.0,43.14999999999999
Lancashire,UKD4,Earth Systems and Environmental Sciences,14.368,21.102999999999998,8.081999999999999,1.347,0.0,44.9
"Leicestershire, Rutland and Northamptonshire",UKF2,Earth Systems and Environmental Sciences,3.488,16.35,1.744,0.218,0.0,21.8
Merseyside,UKD7,Earth Systems and Environmental Sciences,4.216,17.36,3.224,0.0,0.0,24.8
North Eastern Scotland,UKM5,Earth Systems and Environmental Sciences,5.112,20.163999999999998,2.84,0.284,0.0,28.399999999999995
North Yorkshire,UKE2,Earth Systems and Environmental Sciences,3.3740000000000006,13.496000000000002,6.266,0.9640000000000001,0.0,24.1
Northern Ireland,UKN0,Earth Systems and Environmental Sciences,4.096,26.031999999999996,11.751999999999999,0.92,0.0,42.8
Northumberland and Tyne and Wear,UKC2,Earth Systems and Environmental Sciences,6.15,14.514000000000001,3.9360000000000004,0.0,0.0,24.6
Outer London - West and North West,UKI7,Earth Systems and Environmental Sciences,3.0780000000000003,8.748,3.7259999999999995,0.648,0.0,16.2
Shropshire and Staffordshire,UKG2,Earth Systems and Environmental Sciences,0.204,5.61,4.1819999999999995,0.204,0.0,10.2
South Yorkshire,UKE3,Earth Systems and Environmental Sciences,4.5409999999999995,14.578999999999999,4.5409999999999995,0.239,0.0,23.9
"Surrey, East and West Sussex",UKJ2,Earth Systems and Environmental Sciences,7.0569999999999995,24.660999999999998,7.0545,0.4275,0.0,39.199999999999996
Tees Valley and Durham,UKC1,Earth Systems and Environmental Sciences,9.398700000000002,21.2341,4.1772,0.0,0.0,34.81
West Central Scotland,UKM8,Earth Systems and Environmental Sciences,7.308,21.923999999999996,5.22,0.348,0.0,34.8
West Midlands,UKG3,Earth Systems and Environmental Sciences,4.497999999999999,27.136,6.446,0.52,0.0,38.6
West Wales and The Valleys,UKL1,Earth Systems and Environmental Sciences,12.0715,32.693999999999996,5.7844999999999995,0.0,0.0,50.55
West Yorkshire,UKE4,Earth Systems and Environmental Sciences,28.512000000000004,42.768,7.92,0.0,0.0,79.2
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Electrical and Electronic Engineering, Metallurgy and Materials",23.631999999999998,37.3176,7.510399999999999,0.86,0.0,69.32
Devon,UKK4,"Electrical and Electronic Engineering, Metallurgy and Materials",1.248,3.822,2.73,0.0,0.0,7.800000000000001
East Anglia,UKH1,"Electrical and Electronic Engineering, Metallurgy and Materials",23.156400000000005,9.3968,0.6712,0.3356,0.0,33.56
East Wales,UKL2,"Electrical and Electronic Engineering, Metallurgy and Materials",0.278,8.201,4.726,0.556,0.139,13.900000000000002
Eastern Scotland,UKM7,"Electrical and Electronic Engineering, Metallurgy and Materials",0.10300000000000001,4.223,4.635000000000001,1.236,0.10300000000000001,10.3
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Electrical and Electronic Engineering, Metallurgy and Materials",2.665,15.99,1.845,0.0,0.0,20.5
Greater Manchester,UKD3,"Electrical and Electronic Engineering, Metallurgy and Materials",28.04,65.9575,14.812999999999999,2.073,0.4665000000000001,111.35
Hampshire and Isle of Wight,UKJ3,"Electrical and Electronic Engineering, Metallurgy and Materials",29.4875,50.55,4.2125,0.0,0.0,84.25
Inner London - East,UKI4,"Electrical and Electronic Engineering, Metallurgy and Materials",8.882,30.982,3.094,0.242,0.0,43.199999999999996
Inner London - West,UKI3,"Electrical and Electronic Engineering, Metallurgy and Materials",53.138000000000005,63.226,2.8360000000000003,0.0,0.0,119.2
Lancashire,UKD4,"Electrical and Electronic Engineering, Metallurgy and Materials",0.16,3.04,4.48,0.16,0.16,8.0
"Leicestershire, Rutland and Northamptonshire",UKF2,"Electrical and Electronic Engineering, Metallurgy and Materials",1.504,24.064,9.776,1.88,0.376,37.6
Merseyside,UKD7,"Electrical and Electronic Engineering, Metallurgy and Materials",2.88,23.689999999999998,4.29,0.14,0.0,30.999999999999996
North Yorkshire,UKE2,"Electrical and Electronic Engineering, Metallurgy and Materials",0.892,18.509,2.8990000000000005,0.0,0.0,22.3
Northern Ireland,UKN0,"Electrical and Electronic Engineering, Metallurgy and Materials",11.216,35.227999999999994,5.827999999999999,0.528,0.0,52.79999999999999
Northumberland and Tyne and Wear,UKC2,"Electrical and Electronic Engineering, Metallurgy and Materials",8.424,19.656,1.8719999999999999,0.0,1.248,31.2
Outer London - East and North East,UKI5,"Electrical and Electronic Engineering, Metallurgy and Materials",0.72,5.04,4.44,1.8,0.0,12.0
South Yorkshire,UKE3,"Electrical and Electronic Engineering, Metallurgy and Materials",17.328,65.916,16.932,0.312,0.312,100.8
"Surrey, East and West Sussex",UKJ2,"Electrical and Electronic Engineering, Metallurgy and Materials",12.470999999999998,64.8492,5.8198,0.0,0.0,83.14
West Central Scotland,UKM8,"Electrical and Electronic Engineering, Metallurgy and Materials",12.215,45.482,8.036000000000001,0.9670000000000001,0.0,66.7
West Midlands,UKG3,"Electrical and Electronic Engineering, Metallurgy and Materials",16.529,48.06899999999999,12.482999999999999,1.6660000000000001,0.553,79.29999999999998
West Wales and The Valleys,UKL1,"Electrical and Electronic Engineering, Metallurgy and Materials",2.898,5.67,3.78,0.252,0.0,12.6
West Yorkshire,UKE4,"Electrical and Electronic Engineering, Metallurgy and Materials",8.2,11.8,0.0,0.0,0.0,20.0
